,Date,Type,Total,Total for Shares,Price per share,Year,"B,S,D,O",Stock Name,Float Total
210,Aug 17,Trinseo Market BuyAug 17,$48.341 share at $48.34,$48.3,$48.34,2021,Buy,Trinseo ,48.3
211,Aug 17,First Trust Global Wind Energy ETF Market BuyAug 17,$42.122 shares at $21.06,$42.1,$21.06,2021,Buy,First Trust Global Wind Energy ETF ,42.1
212,Aug 17,Direxion Hydrogen ETF Limit BuyAug 17,$60.183 shares at $20.06,$60.1,$20.06,2021,Buy,Direxion Hydrogen ETF ,60.1
213,Aug 17,Hyliion Limit BuyAug 17,$24.003 shares at $8.00,$24.0,$8.00,2021,Buy,Hyliion ,24.0
214,Aug 17,Porsche Limit BuyAug 17,$30.273 shares at $10.09,$30.2,$10.09,2021,Buy,Porsche ,30.2
215,Aug 17,Desktop Metal Market BuyAug 17,$21.963 shares at $7.32,$21.9,$7.32,2021,Buy,Desktop Metal ,21.9
216,Aug 17,Merck Market SellAug 17,$78.681 share at $78.68,$78.6,$78.68,2021,Sell,Merck ,78.6
217,Aug 17,Porsche Limit BuyAug 17,$20.222 shares at $10.11,$20.2,$10.11,2021,Buy,Porsche ,20.2
218,Aug 17,ARK Innovation ETF Market BuyAug 17,$57.690.5 shares at $115.38,$57.6,$115.38,2021,Buy,ARK Innovation ETF ,57.6
219,Aug 17,QuantumScape Market BuyAug 17,$20.031 share at $20.03,$20.0,$20.03,2021,Buy,QuantumScape ,20.0
220,Aug 17,Hyliion Market BuyAug 17,$8.011 share at $8.01,$8.0,$8.01,2021,Buy,Hyliion ,8.0
221,Aug 17,iShares Global Clean Energy ETF Market BuyAug 17,$22.041 share at $22.04,$22.0,$22.04,2021,Buy,iShares Global Clean Energy ETF ,22.0
222,Aug 17,Bloom Energy Market BuyAug 17,$19.841 share at $19.84,$19.8,$19.84,2021,Buy,Bloom Energy ,19.8
223,Aug 17,Ballard Power Systems Market BuyAug 17,$14.481 share at $14.48,$14.4,$14.48,2021,Buy,Ballard Power Systems ,14.4
224,Aug 17,Magna Market BuyAug 17,$82.501 share at $82.50,$82.5,$82.50,2021,Buy,Magna ,82.5
225,Aug 17,ARK Genomic Revolution ETF Market BuyAug 17,$79.051 share at $79.05,$79.0,$79.05,2021,Buy,ARK Genomic Revolution ETF ,79.0
226,Aug 17,Huntsman Market BuyAug 17,$50.302 shares at $25.15,$50.3,$25.15,2021,Buy,Huntsman ,50.3
227,Aug 17,Southwest Airlines Market BuyAug 17,$48.821 share at $48.82,$48.8,$48.82,2021,Buy,Southwest Airlines ,48.8
228,Aug 17,Hyliion Market BuyAug 17,$8.011 share at $8.01,$8.0,$8.01,2021,Buy,Hyliion ,8.0
229,Aug 17,Bloom Energy Market BuyAug 17,$20.051 share at $20.05,$20.0,$20.05,2021,Buy,Bloom Energy ,20.0
230,Aug 17,Taiwan Semiconductor Manufacturing Market BuyAug 17,$27.980.25 shares at $111.92,$27.9,$111.92,2021,Buy,Taiwan Semiconductor Manufacturing ,27.9
231,Aug 17,Ballard Power Systems Market BuyAug 17,$14.611 share at $14.61,$14.6,$14.61,2021,Buy,Ballard Power Systems ,14.6
232,Aug 17,Enphase Energy Market BuyAug 17,$81.190.5 shares at $162.38,$81.1,$162.38,2021,Buy,Enphase Energy ,81.1
233,Aug 17,Velodyne Lidar Market BuyAug 17,$26.524 shares at $6.63,$26.5,$6.63,2021,Buy,Velodyne Lidar ,26.5
234,Aug 17,Desktop Metal Market BuyAug 17,$14.652 shares at $7.33,$14.6,$7.33,2021,Buy,Desktop Metal ,14.6
235,Aug 17,Azul Airlines Market BuyAug 17,$39.242 shares at $19.62,$39.2,$19.62,2021,Buy,Azul Airlines ,39.2
236,Aug 17,Rackspace Technology Market BuyAug 17,$26.912 shares at $13.46,$26.9,$13.46,2021,Buy,Rackspace Technology ,26.9
237,Aug 17,Porsche Limit BuyAug 17,$50.755 shares at $10.15,$50.7,$10.15,2021,Buy,Porsche ,50.7
238,Aug 17,Canadian Solar Market BuyAug 17,$35.871 share at $35.87,$35.8,$35.87,2021,Buy,Canadian Solar ,35.8
239,Aug 17,Sunrun Market BuyAug 17,$21.840.5 shares at $43.68,$21.8,$43.68,2021,Buy,Sunrun ,21.8
240,Aug 17,Intel Market BuyAug 17,$52.711 share at $52.71,$52.7,$52.71,2021,Buy,Intel ,52.7
241,Aug 17,QuantumScape Market BuyAug 17,$20.211 share at $20.21,$20.2,$20.21,2021,Buy,QuantumScape ,20.2
242,Aug 16,Roblox Market BuyAug 16,$39.780.5 shares at $79.56,$39.7,$79.56,2021,Buy,Roblox ,39.7
243,Aug 16,Clean Energy Fuels Limit BuyAug 16,$35.905 shares at $7.18,$35.9,$7.18,2021,Buy,Clean Energy Fuels ,35.9
244,Aug 16,Bloom Energy Market BuyAug 16,$40.802 shares at $20.40,$40.8,$20.40,2021,Buy,Bloom Energy ,40.8
245,Aug 16,Porsche Limit BuyAug 16,$101.6510 shares at $10.17,$101.6,$10.17,2021,Buy,Porsche ,101.6
246,Aug 16,Diamondback Energy Market BuyAug 16,$72.561 share at $72.56,$72.5,$72.56,2021,Buy,Diamondback Energy ,72.5
247,Aug 16,Hyliion Market BuyAug 16,$24.773 shares at $8.26,$24.7,$8.26,2021,Buy,Hyliion ,24.7
248,Aug 16,Clean Energy Fuels Market BuyAug 16,$72.8810 shares at $7.29,$72.8,$7.29,2021,Buy,Clean Energy Fuels ,72.8
249,Aug 16,U.S. Xpress Limit SellAug 16,$135.1515 shares at $9.01,$135.1,$9.01,2021,Sell,U.S. Xpress ,135.1
250,Aug 16,Clean Energy Fuels Market BuyAug 16,$36.335 shares at $7.27,$36.3,$7.27,2021,Buy,Clean Energy Fuels ,36.3
251,Aug 16,Trinseo Market BuyAug 16,$49.081 share at $49.08,$49.0,$49.08,2021,Buy,Trinseo ,49.0
252,Aug 16,ARK Genomic Revolution ETF Market BuyAug 16,$79.711 share at $79.71,$79.7,$79.71,2021,Buy,ARK Genomic Revolution ETF ,79.7
253,Aug 16,ARK Innovation ETF Market BuyAug 16,$57.890.5 shares at $115.78,$57.8,$115.78,2021,Buy,ARK Innovation ETF ,57.8
254,Aug 16,Clean Energy Fuels Limit BuyAug 16,$109.2015 shares at $7.28,$109.2,$7.28,2021,Buy,Clean Energy Fuels ,109.2
255,Aug 16,Corsair Gaming Market BuyAug 16,$26.381 share at $26.38,$26.3,$26.38,2021,Buy,Corsair Gaming ,26.3
256,Aug 16,CRISPR Market BuyAug 16,$120.551 share at $120.55,$120.5,$120.55,2021,Buy,CRISPR ,120.5
257,Aug 16,ARK Next Generation Internet Market BuyAug 16,$72.290.5 shares at $144.58,$72.2,$144.58,2021,Buy,ARK Next Generation Internet ,72.2
258,Aug 16,Sunrun Market BuyAug 16,$22.420.5 shares at $44.84,$22.4,$44.84,2021,Buy,Sunrun ,22.4
259,Aug 16,Desktop Metal Limit BuyAug 16,$39.755 shares at $7.95,$39.7,$7.95,2021,Buy,Desktop Metal ,39.7
260,Aug 16,Coinbase Market BuyAug 16,$63.870.25 shares at $255.48,$63.8,$255.48,2021,Buy,Coinbase ,63.8
261,Aug 16,Bloom Energy Limit BuyAug 16,$61.773 shares at $20.59,$61.7,$20.59,2021,Buy,Bloom Energy ,61.7
262,Aug 16,ARK Innovation ETF Market BuyAug 16,$58.750.5 shares at $117.50,$58.7,$117.50,2021,Buy,ARK Innovation ETF ,58.7
263,Aug 16,Direxion Hydrogen ETF Limit BuyAug 16,$61.323 shares at $20.44,$61.3,$20.44,2021,Buy,Direxion Hydrogen ETF ,61.3
264,Aug 16,QuantumScape Market BuyAug 16,$20.941 share at $20.94,$20.9,$20.94,2021,Buy,QuantumScape ,20.9
265,Aug 16,VanEck Vectors Oil Services ETF Market BuyAug 16,$178.691 share at $178.69,$178.6,$178.69,2021,Buy,VanEck Vectors Oil Services ETF ,178.6
266,Aug 16,Azul Airlines Market BuyAug 16,$60.833 shares at $20.28,$60.8,$20.28,2021,Buy,Azul Airlines ,60.8
267,Aug 16,Velodyne Lidar Limit BuyAug 16,$70.3010 shares at $7.03,$70.3,$7.03,2021,Buy,Velodyne Lidar ,70.3
269,Aug 16,ARK Genomic Revolution ETF Market BuyAug 16,$80.521 share at $80.52,$80.5,$80.52,2021,Buy,ARK Genomic Revolution ETF ,80.5
270,Aug 16,Velodyne Lidar Market BuyAug 16,$21.333 shares at $7.11,$21.3,$7.11,2021,Buy,Velodyne Lidar ,21.3
271,Aug 16,QuantumScape Market BuyAug 16,$42.312 shares at $21.16,$42.3,$21.16,2021,Buy,QuantumScape ,42.3
272,Aug 16,Hyliion Market BuyAug 16,$25.623 shares at $8.54,$25.6,$8.54,2021,Buy,Hyliion ,25.6
273,Aug 16,Ballard Power Systems Market BuyAug 16,$29.902 shares at $14.95,$29.9,$14.95,2021,Buy,Ballard Power Systems ,29.9
274,Aug 16,Plug Power Limit BuyAug 16,$24.751 share at $24.75,$24.7,$24.75,2021,Buy,Plug Power ,24.7
275,Aug 16,Porsche Limit BuyAug 16,$20.842 shares at $10.42,$20.8,$10.42,2021,Buy,Porsche ,20.8
276,Aug 16,Plug Power Limit BuyAug 16,$24.731 share at $24.73,$24.7,$24.73,2021,Buy,Plug Power ,24.7
277,Aug 16,Hyliion Limit BuyAug 16,$43.505 shares at $8.70,$43.5,$8.70,2021,Buy,Hyliion ,43.5
282,Aug 13,Rackspace Technology Market BuyAug 13,$27.112 shares at $13.56,$27.1,$13.56,2021,Buy,Rackspace Technology ,27.1
283,Aug 13,Desktop Metal Market BuyAug 13,$25.193 shares at $8.40,$25.1,$8.40,2021,Buy,Desktop Metal ,25.1
284,Aug 13,Ballard Power Systems Market BuyAug 13,$45.363 shares at $15.12,$45.3,$15.12,2021,Buy,Ballard Power Systems ,45.3
285,Aug 13,Plug Power Market BuyAug 13,$75.293 shares at $25.10,$75.2,$25.10,2021,Buy,Plug Power ,75.2
286,Aug 13,GoodRx Market SellAug 13,$36.551 share at $36.55,$36.5,$36.55,2021,Sell,GoodRx ,36.5
287,Aug 13,Airbnb Market SellAug 13,$150.831 share at $150.83,$150.8,$150.83,2021,Sell,Airbnb ,150.8
288,Aug 13,Bloom Energy Market BuyAug 13,$64.113 shares at $21.37,$64.1,$21.37,2021,Buy,Bloom Energy ,64.1
289,Aug 13,Ballard Power Systems Market BuyAug 13,$30.442 shares at $15.22,$30.4,$15.22,2021,Buy,Ballard Power Systems ,30.4
290,Aug 13,Eargo Market BuyAug 13,$25.201 share at $25.20,$25.2,$25.20,2021,Buy,Eargo ,25.2
291,Aug 13,Siemens Limit SellAug 13,$83.931 share at $83.93,$83.9,$83.93,2021,Sell,Siemens ,83.9
292,Aug 13,Velodyne Lidar Market BuyAug 13,$36.905 shares at $7.38,$36.9,$7.38,2021,Buy,Velodyne Lidar ,36.9
293,Aug 13,Plug Power Market BuyAug 13,$50.772 shares at $25.39,$50.7,$25.39,2021,Buy,Plug Power ,50.7
294,Aug 13,JetBlue Airways Market BuyAug 13,$46.463 shares at $15.49,$46.4,$15.49,2021,Buy,JetBlue Airways ,46.4
295,Aug 13,Velodyne Lidar Market BuyAug 13,$22.173 shares at $7.39,$22.1,$7.39,2021,Buy,Velodyne Lidar ,22.1
296,Aug 13,Rackspace Technology Market BuyAug 13,$27.222 shares at $13.61,$27.2,$13.61,2021,Buy,Rackspace Technology ,27.2
298,Aug 13,Eargo Market BuyAug 13,$25.991 share at $25.99,$25.9,$25.99,2021,Buy,Eargo ,25.9
299,Aug 13,Lam Research Market BuyAug 13,$57.930.1 shares at $579.30,$57.9,$579.30,2021,Buy,Lam Research ,57.9
300,Aug 13,Upwork Market BuyAug 13,$43.371 share at $43.37,$43.3,$43.37,2021,Buy,Upwork ,43.3
301,Aug 13,Rackspace Technology Market BuyAug 13,$27.262 shares at $13.63,$27.2,$13.63,2021,Buy,Rackspace Technology ,27.2
302,Aug 13,Big Lots Market SellAug 13,$58.761 share at $58.76,$58.7,$58.76,2021,Sell,Big Lots ,58.7
303,Aug 13,Direxion Hydrogen ETF Limit BuyAug 13,$104.005 shares at $20.80,$104.0,$20.80,2021,Buy,Direxion Hydrogen ETF ,104.0
304,Aug 13,Bloom Energy Market BuyAug 13,$64.773 shares at $21.59,$64.7,$21.59,2021,Buy,Bloom Energy ,64.7
305,Aug 13,Plug Power Market BuyAug 13,$76.703 shares at $25.57,$76.7,$25.57,2021,Buy,Plug Power ,76.7
306,Aug 13,Azul Airlines Market BuyAug 13,$41.862 shares at $20.93,$41.8,$20.93,2021,Buy,Azul Airlines ,41.8
307,Aug 13,Corsair Gaming Market BuyAug 13,$54.022 shares at $27.01,$54.0,$27.01,2021,Buy,Corsair Gaming ,54.0
308,Aug 13,Hyliion Market BuyAug 13,$86.8010 shares at $8.68,$86.8,$8.68,2021,Buy,Hyliion ,86.8
309,Aug 13,Eargo Market BuyAug 13,$27.061 share at $27.06,$27.0,$27.06,2021,Buy,Eargo ,27.0
310,Aug 13,QuantumScape Market BuyAug 13,$43.502 shares at $21.75,$43.5,$21.75,2021,Buy,QuantumScape ,43.5
311,Aug 13,Rackspace Technology Market BuyAug 13,$27.902 shares at $13.95,$27.9,$13.95,2021,Buy,Rackspace Technology ,27.9
312,Aug 13,Hyliion Market BuyAug 13,$89.7010 shares at $8.97,$89.7,$8.97,2021,Buy,Hyliion ,89.7
313,Aug 12,Nexa Resources Limit BuyAug 12,$77.4010 shares at $7.74,$77.4,$7.74,2021,Buy,Nexa Resources ,77.4
314,Aug 12,Eargo Market BuyAug 12,$31.921 share at $31.92,$31.9,$31.92,2021,Buy,Eargo ,31.9
315,Aug 12,Desktop Metal Market BuyAug 12,$41.685 shares at $8.34,$41.6,$8.34,2021,Buy,Desktop Metal ,41.6
316,Aug 12,Ballard Power Systems Market BuyAug 12,$77.435 shares at $15.49,$77.4,$15.49,2021,Buy,Ballard Power Systems ,77.4
317,Aug 12,Plug Power Market BuyAug 12,$129.805 shares at $25.96,$129.8,$25.96,2021,Buy,Plug Power ,129.8
318,Aug 12,Desktop Metal Limit BuyAug 12,$43.105 shares at $8.62,$43.1,$8.62,2021,Buy,Desktop Metal ,43.1
319,Aug 12,Nexa Resources Market BuyAug 12,$78.0010 shares at $7.80,$78.0,$7.80,2021,Buy,Nexa Resources ,78.0
320,Aug 12,Lam Research Market BuyAug 12,$58.690.1 shares at $586.90,$58.6,$586.90,2021,Buy,Lam Research ,58.6
321,Aug 12,Ballard Power Systems Market BuyAug 12,$78.035 shares at $15.61,$78.0,$15.61,2021,Buy,Ballard Power Systems ,78.0
322,Aug 12,Clean Energy Fuels Market SellAug 12,$251.4030 shares at $8.38,$251.4,$8.38,2021,Sell,Clean Energy Fuels ,251.4
323,Aug 12,Trinseo Market BuyAug 12,$103.962 shares at $51.98,$103.9,$51.98,2021,Buy,Trinseo ,103.9
324,Aug 12,Plug Power Market BuyAug 12,$132.005 shares at $26.40,$132.0,$26.40,2021,Buy,Plug Power ,132.0
325,Aug 12,Rackspace Technology Market BuyAug 12,$56.514 shares at $14.13,$56.5,$14.13,2021,Buy,Rackspace Technology ,56.5
326,Aug 12,QuantumScape Market BuyAug 12,$44.522 shares at $22.26,$44.5,$22.26,2021,Buy,QuantumScape ,44.5
327,Aug 12,Hyliion Market BuyAug 12,$45.545 shares at $9.11,$45.5,$9.11,2021,Buy,Hyliion ,45.5
328,Aug 12,Velodyne Lidar Limit BuyAug 12,$112.9515 shares at $7.53,$112.9,$7.53,2021,Buy,Velodyne Lidar ,112.9
329,Aug 11,Rackspace Technology Limit BuyAug 11,$15.651 share at $15.65,$15.6,$15.65,2021,Buy,Rackspace Technology ,15.6
330,Aug 11,Big Lots Market SellAug 11,$58.471 share at $58.47,$58.4,$58.47,2021,Sell,Big Lots ,58.4
331,Aug 11,Cummins Market SellAug 11,$287.571.2 shares at $239.64,$287.5,$239.64,2021,Sell,Cummins ,287.5
332,Aug 11,Desktop Metal Market BuyAug 11,$43.945 shares at $8.79,$43.9,$8.79,2021,Buy,Desktop Metal ,43.9
333,Aug 11,Poshmark Market BuyAug 11,$28.311 share at $28.31,$28.3,$28.31,2021,Buy,Poshmark ,28.3
334,Aug 11,Hyliion Limit BuyAug 11,$93.4910 shares at $9.35,$93.4,$9.35,2021,Buy,Hyliion ,93.4
335,Aug 11,Rackspace Technology Market BuyAug 11,$49.733 shares at $16.58,$49.7,$16.58,2021,Buy,Rackspace Technology ,49.7
336,Aug 11,Poshmark Market BuyAug 11,$28.891 share at $28.89,$28.8,$28.89,2021,Buy,Poshmark ,28.8
337,Aug 10,Merck Market BuyAug 10,$74.931 share at $74.93,$74.9,$74.93,2021,Buy,Merck ,74.9
338,Aug 10,Desktop Metal Limit SellAug 10,$96.1210 shares at $9.61,$96.1,$9.61,2021,Sell,Desktop Metal ,96.1
339,Aug 10,Nintendo Limit BuyAug 10,$56.771 share at $56.77,$56.7,$56.77,2021,Buy,Nintendo ,56.7
340,Aug 10,Magna Market SellAug 10,$85.901 share at $85.90,$85.9,$85.90,2021,Sell,Magna ,85.9
341,Aug 10,Nintendo Limit BuyAug 10,$56.861 share at $56.86,$56.8,$56.86,2021,Buy,Nintendo ,56.8
342,Aug 10,Tapestry Market SellAug 10,$44.661 share at $44.66,$44.6,$44.66,2021,Sell,Tapestry ,44.6
343,Aug 10,Etsy Market SellAug 10,$188.541 share at $188.54,$188.5,$188.54,2021,Sell,Etsy ,188.5
345,Aug 10,Hyliion Market SellAug 10,$50.705 shares at $10.14,$50.7,$10.14,2021,Sell,Hyliion ,50.7
346,Aug 10,Bloom Energy Market SellAug 10,$120.895 shares at $24.18,$120.8,$24.18,2021,Sell,Bloom Energy ,120.8
347,Aug 10,Porsche Limit BuyAug 10,$51.855 shares at $10.37,$51.8,$10.37,2021,Buy,Porsche ,51.8
348,Aug 10,Bloom Energy Market SellAug 10,$239.8010 shares at $23.98,$239.8,$23.98,2021,Sell,Bloom Energy ,239.8
349,Aug 10,Ballard Power Systems Market SellAug 10,$86.205 shares at $17.24,$86.2,$17.24,2021,Sell,Ballard Power Systems ,86.2
350,Aug 10,Plug Power Market SellAug 10,$150.555 shares at $30.11,$150.5,$30.11,2021,Sell,Plug Power ,150.5
351,Aug 10,Nintendo Limit BuyAug 10,$57.501 share at $57.50,$57.5,$57.50,2021,Buy,Nintendo ,57.5
352,Aug 9,Velodyne Lidar Limit SellAug 9,$83.3510 shares at $8.34,$83.3,$8.34,2021,Sell,Velodyne Lidar ,83.3
353,Aug 9,Coinbase Market SellAug 9,$139.910.5 shares at $279.82,$139.9,$279.82,2021,Sell,Coinbase ,139.9
354,Aug 9,Canadian Solar Market SellAug 9,$82.502 shares at $41.25,$82.5,$41.25,2021,Sell,Canadian Solar ,82.5
355,Aug 9,Roblox Market SellAug 9,$84.921 share at $84.92,$84.9,$84.92,2021,Sell,Roblox ,84.9
356,Aug 9,QuantumScape Market SellAug 9,$73.303 shares at $24.43,$73.3,$24.43,2021,Sell,QuantumScape ,73.3
357,Aug 9,Plug Power Limit SellAug 9,$575.0020 shares at $28.75,$575.0,$28.75,2021,Sell,Plug Power ,575.0
358,Aug 9,Ballard Power Systems Limit SellAug 9,$498.3030 shares at $16.61,$498.3,$16.61,2021,Sell,Ballard Power Systems ,498.3
360,Aug 9,Beyond Meat Market SellAug 9,$53.240.410374 shares at $129.74,$53.2,$129.74,2021,Sell,Beyond Meat ,53.2
361,Aug 9,Fastly Market SellAug 9,$89.252 shares at $44.63,$89.2,$44.63,2021,Sell,Fastly ,89.2
362,Aug 9,Nexa Resources Limit BuyAug 9,$80.0010 shares at $8.00,$80.0,$8.00,2021,Buy,Nexa Resources ,80.0
363,Aug 9,LyondellBasell Limit BuyAug 9,$99.381 share at $99.38,$99.3,$99.38,2021,Buy,LyondellBasell ,99.3
364,Aug 9,Rackspace Technology Limit BuyAug 9,$34.502 shares at $17.25,$34.5,$17.25,2021,Buy,Rackspace Technology ,34.5
365,Aug 9,Velodyne Lidar Limit SellAug 9,$162.8020 shares at $8.14,$162.8,$8.14,2021,Sell,Velodyne Lidar ,162.8
367,Aug 9,Clean Energy Fuels Limit SellAug 9,$227.7030 shares at $7.59,$227.7,$7.59,2021,Sell,Clean Energy Fuels ,227.7
368,Aug 9,Azul Airlines Limit BuyAug 9,$64.223 shares at $21.41,$64.2,$21.41,2021,Buy,Azul Airlines ,64.2
369,Aug 9,RE/MAX Limit SellAug 9,$69.182 shares at $34.59,$69.1,$34.59,2021,Sell,RE/MAX ,69.1
370,Aug 9,Nintendo Limit BuyAug 9,$59.071 share at $59.07,$59.0,$59.07,2021,Buy,Nintendo ,59.0
371,Aug 9,Roblox Market SellAug 9,$84.831 share at $84.83,$84.8,$84.83,2021,Sell,Roblox ,84.8
372,Aug 9,Coinbase Market SellAug 9,$139.240.5 shares at $278.48,$139.2,$278.48,2021,Sell,Coinbase ,139.2
373,Aug 9,QuantumScape Limit SellAug 9,$96.364 shares at $24.09,$96.3,$24.09,2021,Sell,QuantumScape ,96.3
374,Aug 9,Velodyne Lidar Limit SellAug 9,$80.3110 shares at $8.03,$80.3,$8.03,2021,Sell,Velodyne Lidar ,80.3
375,Aug 9,Air Products & Chemicals Market BuyAug 9,$40.920.15 shares at $272.80,$40.9,$272.80,2021,Buy,Air Products & Chemicals ,40.9
376,Aug 6,Pfizer Market SellAug 6,$45.081 share at $45.08,$45.0,$45.08,2021,Sell,Pfizer ,45.0
378,Aug 6,Tapestry Market SellAug 6,$87.362 shares at $43.68,$87.3,$43.68,2021,Sell,Tapestry ,87.3
379,Aug 6,Pinnacle West Market SellAug 6,$242.683 shares at $80.89,$242.6,$80.89,2021,Sell,Pinnacle West ,242.6
380,Aug 6,AerCap Market SellAug 6,$54.401 share at $54.40,$54.4,$54.40,2021,Sell,AerCap ,54.4
381,Aug 6,Delta Air Lines Market SellAug 6,$40.181 share at $40.18,$40.1,$40.18,2021,Sell,Delta Air Lines ,40.1
382,Aug 6,Southwest Airlines Market SellAug 6,$50.601 share at $50.60,$50.6,$50.60,2021,Sell,Southwest Airlines ,50.6
383,Aug 6,Air Transport Services Market SellAug 6,$53.562 shares at $26.78,$53.5,$26.78,2021,Sell,Air Transport Services ,53.5
384,Aug 6,Air Transport Services Market SellAug 6,$53.422 shares at $26.71,$53.4,$26.71,2021,Sell,Air Transport Services ,53.4
385,Aug 6,Nintendo Market BuyAug 6,$59.161 share at $59.16,$59.1,$59.16,2021,Buy,Nintendo ,59.1
386,Aug 6,Upwork Limit BuyAug 6,$44.651 share at $44.65,$44.6,$44.65,2021,Buy,Upwork ,44.6
387,Aug 6,Big Lots Market BuyAug 6,$55.111 share at $55.11,$55.1,$55.11,2021,Buy,Big Lots ,55.1
388,Aug 6,Coinbase Market SellAug 6,$64.730.25 shares at $258.92,$64.7,$258.92,2021,Sell,Coinbase ,64.7
389,Aug 6,Nintendo Limit BuyAug 6,$60.001 share at $60.00,$60.0,$60.00,2021,Buy,Nintendo ,60.0
391,Aug 5,Airbnb Market SellAug 5,$75.020.5 shares at $150.04,$75.0,$150.04,2021,Sell,Airbnb ,75.0
392,Aug 5,Cummins Market BuyAug 5,$114.010.5 shares at $228.02,$114.0,$228.02,2021,Buy,Cummins ,114.0
393,Aug 5,Bayer Market BuyAug 5,$27.422 shares at $13.71,$27.4,$13.71,2021,Buy,Bayer ,27.4
394,Aug 5,CIGNA Corporation Market BuyAug 5,$101.030.5 shares at $202.06,$101.0,$202.06,2021,Buy,CIGNA Corporation ,101.0
395,Aug 5,Nintendo Market BuyAug 5,$61.971 share at $61.97,$61.9,$61.97,2021,Buy,Nintendo ,61.9
396,Aug 5,Desktop Metal Limit SellAug 5,$65.387 shares at $9.34,$65.3,$9.34,2021,Sell,Desktop Metal ,65.3
397,Aug 5,Clean Energy Fuels Limit SellAug 5,$253.4735 shares at $7.24,$253.4,$7.24,2021,Sell,Clean Energy Fuels ,253.4
398,Aug 5,Sempra Market SellAug 5,$131.961 share at $131.96,$131.9,$131.96,2021,Sell,Sempra ,131.9
399,Aug 5,Siemens Market SellAug 5,$83.221 share at $83.22,$83.2,$83.22,2021,Sell,Siemens ,83.2
401,Aug 5,Nintendo Market BuyAug 5,$63.041 share at $63.04,$63.0,$63.04,2021,Buy,Nintendo ,63.0
402,Aug 5,Kraft Foods Market BuyAug 5,$36.561 share at $36.56,$36.5,$36.56,2021,Buy,Kraft Foods ,36.5
403,Aug 5,Pinnacle West Market BuyAug 5,$76.831 share at $76.83,$76.8,$76.83,2021,Buy,Pinnacle West ,76.8
404,Aug 4,Bloom Energy Limit BuyAug 4,$19.861 share at $19.86,$19.8,$19.86,2021,Buy,Bloom Energy ,19.8
405,Aug 4,Uber Limit SellAug 4,$123.303 shares at $41.10,$123.3,$41.10,2021,Sell,Uber ,123.3
406,Aug 4,Clean Energy Fuels Limit BuyAug 4,$34.455 shares at $6.89,$34.4,$6.89,2021,Buy,Clean Energy Fuels ,34.4
407,Aug 4,American Axle & Manufacturing Limit BuyAug 4,$102.0811 shares at $9.28,$102.0,$9.28,2021,Buy,American Axle & Manufacturing ,102.0
408,Aug 4,Delta Air Lines Market BuyAug 4,$38.061 share at $38.06,$38.0,$38.06,2021,Buy,Delta Air Lines ,38.0
409,Aug 4,Southwest Airlines Market BuyAug 4,$48.751 share at $48.75,$48.7,$48.75,2021,Buy,Southwest Airlines ,48.7
410,Aug 4,Coinbase Market SellAug 4,$239.291 share at $239.29,$239.2,$239.29,2021,Sell,Coinbase ,239.2
411,Aug 4,Fastly Market BuyAug 4,$44.291 share at $44.29,$44.2,$44.29,2021,Buy,Fastly ,44.2
412,Aug 4,Kraft Foods Market BuyAug 4,$36.911 share at $36.91,$36.9,$36.91,2021,Buy,Kraft Foods ,36.9
413,Aug 4,AerCap Market BuyAug 4,$51.771 share at $51.77,$51.7,$51.77,2021,Buy,AerCap ,51.7
414,Aug 4,Fastly Market BuyAug 4,$44.341 share at $44.34,$44.3,$44.34,2021,Buy,Fastly ,44.3
415,Aug 4,Pinnacle West Market BuyAug 4,$77.591 share at $77.59,$77.5,$77.59,2021,Buy,Pinnacle West ,77.5
416,Aug 4,Clean Energy Fuels Limit BuyAug 4,$106.2015 shares at $7.08,$106.2,$7.08,2021,Buy,Clean Energy Fuels ,106.2
417,Aug 4,Lam Research Market SellAug 4,$65.410.1 shares at $654.10,$65.4,$654.10,2021,Sell,Lam Research ,65.4
418,Aug 4,Etsy Market SellAug 4,$197.631 share at $197.63,$197.6,$197.63,2021,Sell,Etsy ,197.6
420,Aug 4,Clean Energy Fuels Limit BuyAug 4,$106.5015 shares at $7.10,$106.5,$7.10,2021,Buy,Clean Energy Fuels ,106.5
421,Aug 4,Sempra Limit BuyAug 4,$130.651 share at $130.65,$130.6,$130.65,2021,Buy,Sempra ,130.6
422,Aug 4,Pinnacle West Market BuyAug 4,$78.921 share at $78.92,$78.9,$78.92,2021,Buy,Pinnacle West ,78.9
423,Aug 4,Ralph Lauren Market SellAug 4,$125.101 share at $125.10,$125.1,$125.10,2021,Sell,Ralph Lauren ,125.1
424,Aug 4,Big Lots Market BuyAug 4,$56.121 share at $56.12,$56.1,$56.12,2021,Buy,Big Lots ,56.1
425,Aug 4,Corsair Gaming Market BuyAug 4,$26.861 share at $26.86,$26.8,$26.86,2021,Buy,Corsair Gaming ,26.8
